Entry Year,,,Status,,,Gender,,,,,,,,Ethnicity,,MCAT Highest Total,,,,,,,GPA‐Total,,Sci GPA
2022,OD,,,,Female,,,,,,,,,,,,,,,511,,3.97,,3.99,
2022,OD,,,,Male,,,,,,,,,,,,,,,523,,3.87,,3.85,
2022,OW,,,,Female,,,,,,,,,,,,,,,519,,3.94,,3.96,
2022,OW,,,,Male,,White/Caucasian,,,,,,,,,,,,,521,,3.84,,3.75,
2022,PR,,,,Female,,Asian,,,,,,,,,,,,,522,,3.66,,3.64,
2022,PR,,,,Female,,Asian,,,,,,,,,,,,,496,,3,,2.78,
2022,PW,,,,Female,,,,,,,,,,,,,,,523,,3.82,,3.78,
2022,RA,,,,Male,,Hispanic,,,,,,,,,,,,,516,,3.96,,3.95,
2022,RA,,,,Female,,Asian,,,,,,,,,,,,,509,,3.97,,3.96,
2022,RA,,,,Female,,African American,,,,,,,,,,,,,503,,3.75,,3.64,
2022,RA,,,,Female,,White/Caucasian,,,,,,,,,,,,,514,,3.65,,3.39,
2022,RA,,,,Female,,Asian,,,,,,,,,,,,,523,,4,,4,
2022,RA,,,,Female,,Asian,,,,,,,,,,,,,506,,3.75,,3.59,
2022,RA,,,,Male,,White/Caucasian,,,,,,,,,,,,,510,,4,,4,
2022,RA,,,,Female,,Asian,,,,,,,,,,,,,521,,3.94,,3.96,
2022,RA,,,,Male,,White/Caucasian,,,,,,,,,,,,,514,,3.91,,3.83,
2022,RA,,,,Male,,Unreported,,,,,,,,,,,,,510,,3.96,,3.89,
2022,RA,,,,Female,,White/Caucasian,,,,,,,,,,,,,504,,3.86,,3.75,
2022,RA,,,,Female,,White/Caucasian,,,,,,,,,,,,,509,,3.98,,3.97,
2022,RA,,,,Male,,Multiple,,,,,,,,,,,,,507,,3.9,,3.85,
2022,RA,,,,Male,,Hispanic,,,,,,,,,,,,,509,,3.64,,3.55,
2022,RA,,,,Male,,White/Caucasian,,,,,,,,,,,,,516,,4,,4,
2022,,RA,,,Male,,,,White/Caucasian,,,,,,,,,,,513,,3.83,,3.9,
2022,,RA,,,Female,,,,Hispanic,,,,,,,,,,,505,,3.69,,3.54,
2022,,RA,,,Female,,,,Hispanic,,,,,,,,,,,508,,4,,4,
2022,,RA,,,Female,,,,Asian,,,,,,,,,,,511,,3.98,,3.96,
2022,,RA,,,Male,,,,Multiple,,,,,,,,,,,512,,3.09,,2.97,
2022,,RA,,,Female,,,,,,,,,,,,,,,513,,3.75,,3.65,
2022,,RA,,,Female,,,,Unreported,,,,,,,,,,,511,,3.77,,3.52,
2022,,RA,,,Female,,,,Asian,,,,,,,,,,,514,,3.89,,3.81,
2022,,RA,,,Female,,,,White/Caucasian,,,,,,,,,,,507,,3.74,,3.49,
2022,,RA,,,Female,,,,Asian,,,,,,,,,,,508,,3.83,,3.9,
2022,,RA,,,Male,,,,White/Caucasian,,,,,,,,,,,514,,3.97,,3.96,
2022,,RA,,,Female,,,,White/Caucasian,,,,,,,,,,,521,,3.84,,3.7,
2022,,RA,,,Male,,,,Asian,,,,,,,,,,,513,,3.88,,3.82,
2022,,RA,,,Female,,,,African American,,,,,,,,,,,500,,3.93,,3.9,
2022,,RA,,,Female,,,,White/Caucasian,,,,,,,,,,,505,,3.98,,4,
2022,,RA,,,Female,,,,White/Caucasian,,,,,,,,,,,505,,3.91,,3.81,
2022,,RA,,,Female,,,,Hispanic,,,,,,,,,,,505,,3.7,,3.64,
2022,,RA,,,Female,,,,,,,,,,,,,,,501,,3.58,,3.56,
2022,,RA,,,Female,,,,Asian,,,,,,,,,,,514,,3.88,,3.88,
2022,,RA,,,Female,,,,White/Caucasian,,,,,,,,,,,506,,3.77,,3.61,
2022,,RA,,,Male,,,,White/Caucasian,,,,,,,,,,,514,,3.52,,3.41,
2022,,RA,,,Female,,,,Asian,,,,,,,,,,,512,,3.97,,3.95,
2022,,RA,,,Female,,,,White/Caucasian,,,,,,,,,,,518,,3.86,,3.81,
2022,,RA,,,Male,,,,"Venezuelan; Hispanic, Latino, or of Spanish origin",,,,,,,,,,,520,,3.85,,3.89,
2022,,RA,,,Male,,,,White/Caucasian,,,,,,,,,,,512,,3.67,,3.44,
2022,,RA,,,Female,,,,White/Caucasian,,,,,,,,,,,513,,3.94,,3.91,
2022,,RA,,,Female,,,,,,,,,,,,,,,503,,3.46,,3.42,
2022,,RA,,,Male,,,,White/Caucasian,,,,,,,,,,,511,,3.82,,3.87,
2022,,RA,,,Female,,,,Hispanic,,,,,,,,,,,510,,3.91,,3.88,
2022,,RA,,,Female,,,,Hispanic,,,,,,,,,,,503,,3.91,,3.94,
2022,,RA,,,Male,,,,Hispanic,,,,,,,,,,,511,,3.65,,3.5,
2022,,RA,,,Female,,,,Asian,,,,,,,,,,,509,,3.95,,3.9,
2022,,RA,,,Female,,,,Asian,,,,,,,,,,,516,,3.85,,3.82,
2022,,RA,,,Male,,,,Asian,,,,,,,,,,,520,,3.94,,3.94,
2022,,RA,,,Male,,,,,,,Asian,,,,,513,,,,,3.98,,3.97,
2022,,RA,,,Male,,,,,,,,,,,,516,,,,,4,,4,
2022,,RA,,,Male,,,,,,,Hispanic,,,,,510,,,,,4,,4,
2022,,RA,,,Female,,,,,,,Asian,,,,,515,,,,,3.95,,3.91,
2022,,RA,,,Female,,,,,,,Asian,,,,,507,,,,,3.93,,3.85,
2022,,RA,,,Female,,,,,,,Asian,,,,,509,,,,,3.87,,3.84,
2022,,RA,,,Male,,,,,,,White/Caucasian,,,,,515,,,,,3.56,,3.37,
2022,,RA,,,Male,,,,,,,,,,,,514,,,,,3.7,,3.59,
2022,,RA,,,Male,,,,,,,Asian,,,,,512,,,,,3.81,,3.83,
2022,,RA,,,Female,,,,,,,White/Caucasian,,,,,518,,,,,3.89,,3.78,
2022,,RA,,,Female,,,,,,,Asian,,,,,502,,,,,3.97,,3.95,
2022,,RA,,,Male,,,,,,,White/Caucasian,,,,,513,,,,,3.99,,3.99,
2022,,RA,,,Female,,,,,,,Hispanic,,,,,507,,,,,3.45,,3.64,
2022,,RA,,,Male,,,,,,,Asian,,,,,521,,,,,3.92,,3.89,
2022,,RA,,,Male,,,,,,,White/Caucasian,,,,,510,,,,,4,,4,
2022,,RA,,,Male,,,,,,,White/Caucasian,,,,,511,,,,,3.76,,3.65,
2022,,RA,,,Male,,,,,,,Asian,,,,,509,,,,,3.89,,3.88,
2022,,RA,,,Male,,,,,,,Asian,,,,,515,,,,,3.91,,3.86,
2022,,RA,,,Male,,,,,,,Hispanic,,,,,508,,,,,3.79,,3.7,
2022,,RA,,,Male,,,,,,,Unreported,,,,,522,,,,,4,,4,
2022,,RA,,,Male,,,,,,,White/Caucasian,,,,,513,,,,,3.83,,3.6,
2022,,RA,,,Male,,,,,,,Multiple,,,,,512,,,,,3.93,,4,
2022,,RA,,,Male,,,,,,,White/Caucasian,,,,,513,,,,,3.88,,3.86,
2022,,RA,,,Female,,,,,,,Asian,,,,,512,,,,,3.88,,3.86,
2022,,RA,,,Male,,,,,,,White/Caucasian,,,,,517,,,,,3.97,,3.92,
2022,,RA,,,Female,,,,,,,Asian,,,,,507,,,,,3.9,,3.85,
2022,,RA,,,Male,,,,,,,Asian,,,,,515,,,,,3.84,,3.84,
2022,,RA,,,Male,,,,,,,Asian,,,,,507,,,,,3.63,,3.59,
2022,,RA,,,Male,,,,,,,White/Caucasian,,,,,511,,,,,3.93,,3.93,
2022,,RA,,,Male,,,,,,,White/Caucasian,,,,,516,,,,,3.59,,3.65,
2022,,RA,,,Female,,,,,,,White/Caucasian,,,,,510,,,,,3.91,,3.89,
2022,,RA,,,Female,,,,,,,African American,,,,,501,,,,,3.47,,3.12,
2022,,RA,,,Female,,,,,,,White/Caucasian,,,,,509,,,,,3.92,,3.88,
2022,,RA,,,Female,,,,,,,White/Caucasian,,,,,518,,,,,4,,4,
2022,,RA,,,Female,,African American,,,,,,,,,,,,,505,,3.94,,3.91,
2022,,RA,,,Female,,Asian,,,,,,,,,,,,,516,,3.81,,3.68,
2022,,RA,,,Male,,White/Caucasian,,,,,,,,,,,,,518,,3.9,,3.85,
2022,,RA,,,Female,,White/Caucasian,,,,,,,,,,,,,508,,3.65,,3.68,
2022,,RA,,,Female,,White/Caucasian,,,,,,,,,,,,,512,,3.84,,3.83,
2022,,RA,,,Female,,Asian,,,,,,,,,,,,,513,,3.7,,3.56,
2022,,RA,,,Female,,White/Caucasian,,,,,,,,,,,,,517,,4,,4,
2022,,RA,,,Female,,White/Caucasian,,,,,,,,,,,,,510,,3.8,,3.77,
2022,,RA,,,Female,,Unreported,,,,,,,,,,,,,514,,3.66,,3.57,
2022,,RA,,,Male,,White/Caucasian,,,,,,,,,,,,,512,,3.54,,3.51,
2022,,RA,,,Female,,White/Caucasian,,,,,,,,,,,,,505,,3.85,,3.82,
2022,,RA,,,Male,,Asian,,,,,,,,,,,,,512,,3.96,,4,
2022,,RA,,,Male,,White/Caucasian,,,,,,,,,,,,,512,,3.92,,3.87,
2022,,RA,,,Female,,White/Caucasian,,,,,,,,,,,,,518,,3.99,,3.96,
2022,,RA,,,Female,,Hispanic,,,,,,,,,,,,,512,,3.84,,3.78,
2022,,RA,,,Female,,Asian,,,,,,,,,,,,,512,,3.8,,3.97,
2022,,RA,,,Male,,White/Caucasian,,,,,,,,,,,,,508,,3.98,,3.97,
2022,,RA,,,Male,,White/Caucasian,,,,,,,,,,,,,510,,3.68,,3.56,
2022,,RA,,,Male,,"Hispanic, Latino, or of Spanish origin; Mexican/Chican",,,,,,,,,,,,,511,,3.42,,3.31,
2022,,RA,,,Male,,White/Caucasian,,,,,,,,,,,,,514,,3.77,,3.67,
2022,,RA,,,Female,,White/Caucasian,,,,,,,,,,,,,509,,3.66,,3.74,
2022,,RA,,,Female,,White/Caucasian,,,,,,,,,,,,,516,,4,,4,
2022,,RA,,,Male,,White/Caucasian,,,,,,,,,,,,,514,,3.97,,3.95,
2022,,RA,,,Female,,Asian,,,,,,,,,,,,,518,,3.91,,3.83,
2022,,RA,,,Male,,Hispanic,,,,,,,,,,,,,516,,3.5,,3.29,
2022,,RA,,,Female,,White/Caucasian,,,,,,,,,,,,,514,,4,,4,
2022,,RA,,,Female,,Multiple,,,,,,,,,,,,,511,,4,,4,
2022,,RA,,,Female,,White/Caucasian,,,,,,,,,,,,,503,,3.97,,3.97,
2022,,RA,,,Male,,Hispanic,,,,,,,,,,,,,511,,3.86,,3.77,
2022,,RA,,,Female,,White/Caucasian,,,,,,,,,,,,,513,,3.85,,3.76,
2022,,RA,,,Male,,White/Caucasian,,,,,,,,,,,,,508,,3.83,,3.76,
2022,,RA,,,Female,,Hispanic,,,,,,,,,,,,,507,,3.94,,3.9,
2022,,RA,,,Female,,Asian,,,,,,,,,,,,,520,,3.84,,3.96,
2022,,RA,,,Male,,Asian,,,,,,,,,,,,,507,,3.52,,3.45,
2022,,RA,,,Female,,,,,,,Asian,,,,,506,,,,,3.79,,3.73,
2022,,RA,,,Male,,,,,,,African American,,,,,500,,,,,4,,4,
2022,,RA,,,Female,,,,,,,White/Caucasian,,,,,514,,,,,3.84,,3.83,
2022,,RA,,,Female,,,,,,,Multiple,,,,,505,,,,,4,,4,
2022,,RA,,,Male,,,,,,,Multiple,,,,,515,,,,,3.75,,3.71,
2022,,RA,,,Female,,,,,,,White/Caucasian,,,,,511,,,,,3.84,,3.72,
2022,,RA,,,Male,,,,,,,Multiple,,,,,518,,,,,3.94,,3.89,
2022,,RA,,,Male,,,,,,,Asian,,,,,509,,,,,3.71,,3.57,
2022,,RA,,,Male,,,,,,,Hispanic,,,,,511,,,,,3.97,,3.93,
2022,,RA,,,Male,,,,,,,Hispanic,,,,,509,,,,,4,,4,
2022,,RA,,,Female,,,,,,,Hispanic,,,,,505,,,,,3.87,,3.81,
2022,,RA,,,Female,,,,,,,White/Caucasian,,,,,511,,,,,3.9,,3.85,
2022,,RA,,,Male,,,,,,,Asian,,,,,517,,,,,3.79,,3.71,
2022,,RA,,,Female,,,,,,,Asian,,,,,512,,,,,3.92,,3.87,
2022,,RA,,,Female,,,,,,,White/Caucasian,,,,,510,,,,,3.73,,3.5,
2022,,RA,,,Male,,,,,,,White/Caucasian,,,,,520,,,,,3.88,,3.84,
2022,,RA,,,Female,,,,,,,White/Caucasian,,,,,509,,,,,3.73,,3.6,
2022,,RA,,,Female,,,,,,,Asian,,,,,509,,,,,3.87,,3.9,
2022,,RA,,,Female,,,,,,,Asian,,,,,514,,,,,3.72,,3.64,
2022,,RA,,,Female,,,,,,,Asian,,,,,511,,,,,3.97,,3.94,
2022,,RA,,,Male,,,,,,,Asian,,,,,515,,,,,4,,4,
2022,,RA,,,Male,,,,,,,Hispanic,,,,,509,,,,,3.89,,3.93,
2022,,RA,,,Female,,,,,,,White/Caucasian,,,,,508,,,,,3.51,,3.26,
2022,,RA,,,Female,,,,,,,African American,,,,,511,,,,,3.78,,3.69,
2022,,RA,,,Male,,,,,,,White/Caucasian,,,,,509,,,,,3.81,,3.73,
2022,,RA,,,Male,,,,,,,White/Caucasian,,,,,513,,,,,3.99,,3.99,
2022,,RA,,,Female,,,,,,,Asian,,,,,506,,,,,3.85,,3.79,
2022,,RA,,,Female,,,,,,,White/Caucasian,,,,,513,,,,,3.86,,3.77,
2022,,RA,,,Female,,,,,,,Asian,,,,,519,,,,,3.85,,3.81,
2022,,RA,,,Male,,,,,,,White/Caucasian,,,,,522,,,,,3.92,,3.86,
2022,,RA,,,Female,,,,,,,White/Caucasian,,,,,516,,,,,3.88,,3.86,
2022,,RA,,,Female,,,,,,,Asian,,,,,520,,,,,3.8,,3.82,
2022,,RA,,,Female,,,,,,,Asian,,,,,513,,,,,3.95,,3.91,
2022,,RA,,,Female,,,,,,,White/Caucasian,,,,,506,,,,,3.97,,3.96,
2022,,RA,,Male                                       Unreported,,,,,,,,,,,,,,,,514,,3.94,,3.87,
2022,,RA,,Female                                 White/Caucasian,,,,,,,,,,,,,,,,512,,4,,4,
2022,,RA,,Male                                   White/Caucasian,,,,,,,,,,,,,,,,513,,3.91,,3.88,
2022,,RA,,Female                                        Hispanic,,,,,,,,,,,,,,,,514,,3.84,,3.84,
2022,,RA,,Female                                          Asian,,,,,,,,,,,,,,,,504,,3.64,,3.55,
2022,,RA,,Female                                          Asian,,,,,,,,,,,,,,,,513,,3.74,,3.72,
2022,,RA,,Male                                           Asian,,,,,,,,,,,,,,,,520,,3.74,,3.74,
2022,,RA,,Male                                           Asian,,,,,,,,,,,,,,,,514,,3.8,,3.64,
2022,,RA,,Female                                          Asian,,,,,,,,,,,,,,,,511,,3.82,,3.6,
2022,,RA,,Female                                          Asian,,,,,,,,,,,,,,,,513,,3.97,,4,
2022,,RA,,Female                                        Hispanic,,,,,,,,,,,,,,,,518,,3.98,,3.95,
2022,,RA,,Female                                 White/Caucasian,,,,,,,,,,,,,,,,512,,3.87,,3.71,
2022,,RA,,Male                                           Asian,,,,,,,,,,,,,,,,511,,3.71,,3.66,
2022,,RA,,Male                                           Asian,,,,,,,,,,,,,,,,513,,3.83,,3.78,
2022,,RA,,Female                                        Multiple,,,,,,,,,,,,,,,,508,,3.98,,3.96,
2022,,RA,,Female                                          Asian,,,,,,,,,,,,,,,,517,,3.92,,3.84,
2022,,RA,,Female                                 White/Caucasian,,,,,,,,,,,,,,,,511,,3.91,,3.87,
2022,,RA,,Male                                   White/Caucasian,,,,,,,,,,,,,,,,513,,3.53,,3.29,
2022,,RA,,Male                                   White/Caucasian,,,,,,,,,,,,,,,,519,,3.71,,3.66,
2022,,RA,,Male                                   White/Caucasian,,,,,,,,,,,,,,,,517,,3.83,,3.73,
2022,,RA,,"rqueer/Gender Hispanic, Latino, or of Spanish origin; Mexican/Chican",,,,,,,,,,,,,,,,506,,3.56,,3.45,
2022,,RA,,Female                                 White/Caucasian,,,,,,,,,,,,,,,,518,,4,,4,
2022,,RA,,Female                                 White/Caucasian,,,,,,,,,,,,,,,,505,,3.83,,3.46,
2022,,RA,,Female                                 White/Caucasian,,,,,,,,,,,,,,,,509,,4,,4,
2022,,RA,,Male                                         Hispanic,,,,,,,,,,,,,,,,514,,3.6,,3.57,
2022,,RA,,Female                                          Asian,,,,,,,,,,,,,,,,512,,3.97,,3.95,
2022,,RA,,Female                                        Hispanic,,,,,,,,,,,,,,,,515,,3.89,,3.75,
2022,,RA,,Female                                 White/Caucasian,,,,,,,,,,,,,,,,517,,3.62,,3.59,
2022,,RA,,Male,,,,,,,,,,,,,,,,524,,3.86,,3.86,
2022,,RA,,Female                                          Asian,,,,,,,,,,,,,,,,517,,3.95,,3.97,
2022,,RA,,Male                                   White/Caucasian,,,,,,,,,,,,,,,,513,,4,,4,
2022,,RA,,Male                                   White/Caucasian,,,,,,,,,,,,,,,,517,,3.95,,3.93,
2022,,RA,,Female                                        Hispanic,,,,,,,,,,,,,,,,507,,3.74,,3.72,
2022,,RA,,"Male       Hispanic, Latino, or of Spanish origin; Mexican/Chican",,,,,,,,,,,,,,,,505,,4,,4,
2022,,RA,,,Male,,Hispanic,,,,,,,,,,,,,509,,3.65,,3.58,
2022,,RA,,,Male,,Asian,,,,,,,,,,,,,514,,3.9,,3.95,
2022,,RA,,,Male,,White/Caucasian,,,,,,,,,,,,,511,,3.75,,3.83,
2022,,RA,,,Male,,Asian,,,,,,,,,,,,,508,,3.88,,3.71,
2022,,RA,,,Male,,White/Caucasian,,,,,,,,,,,,,511,,4,,4,
2022,,RA,,,Male,,,,,,,,,,,,,,,517,,3.9,,3.88,
2022,,RA,,,Male,,Asian,,,,,,,,,,,,,511,,3.68,,3.78,
2022,,RA,,,Male,,Unreported,,,,,,,,,,,,,512,,3.97,,3.96,
2022,,RA,,,Male,,Unreported,,,,,,,,,,,,,513,,3.97,,3.93,
2022,,RA,,,Male,,Asian,,,,,,,,,,,,,520,,3.72,,3.7,
2022,,RA,,,Female,,"Puerto Rican; Hispanic, Latino, or of Spanish origin",,,,,,,,,,,,,514,,3.93,,3.89,
2022,,RA,,,Male,,"Hispanic, Latino, or of Spanish origin; Mexican/Chican",,,,,,,,,,,,,514,,3.7,,3.59,
2022,,RA,,,Male,,White/Caucasian,,,,,,,,,,,,,513,,3.81,,3.8,
2022,,RA,,,Male,,White/Caucasian,,,,,,,,,,,,,513,,3.74,,3.57,
2022,,RA,,,Female,,African American,,,,,,,,,,,,,500,,3.96,,3.94,
2022,,RA,,,Female,,White/Caucasian,,,,,,,,,,,,,507,,3.59,,3.53,
2022,,RA,,,Female,,White/Caucasian,,,,,,,,,,,,,522,,3.93,,3.86,
2022,,RA,,,Male,,Hispanic,,,,,,,,,,,,,505,,3.74,,3.74,
2022,,RA,,,Female,,White/Caucasian,,,,,,,,,,,,,513,,4,,4,
2022,,RA,,,Female,,White/Caucasian,,,,,,,,,,,,,517,,4,,4,
2022,,RA,,,Male,,Asian,,,,,,,,,,,,,520,,3.88,,3.82,
2022,,RA,,,Female,,White/Caucasian,,,,,,,,,,,,,506,,4,,4,
2022,,RA,,,Female,,Hispanic,,,,,,,,,,,,,504,,3.89,,3.85,
2022,,RA,,,Female,,White/Caucasian,,,,,,,,,,,,,518,,3.96,,3.94,
2022,,RA,,,Female,,White/Caucasian,,,,,,,,,,,,,507,,3.93,,3.92,
2022,,RA,,,Female,,Unreported,,,,,,,,,,,,,513,,3.96,,3.97,
2022,,RA,,,Female,,White/Caucasian,,,,,,,,,,,,,510,,3.86,,3.81,
2022,,RA,,,Female,,White/Caucasian,,,,,,,,,,,,,513,,4,,4,
2022,,RA,,,Male,,White/Caucasian,,,,,,,,,,,,,520,,3.93,,3.9,
2022,,RA,,,Male,,Hispanic,,,,,,,,,,,,,515,,3.75,,3.66,
2022,,RA,,,Male,,White/Caucasian,,,,,,,,,,,,,511,,3.81,,3.79,
2022,,RA,,,Male,,Asian,,,,,,,,,,,,,516,,3.7,,3.62,
2022,,RA,,,Female,,White/Caucasian,,,,,,,,,,,,,507,,3.97,,3.95,
2022,,RA,,,Female,,White/Caucasian,,,,,,,,,,,,,513,,3.76,,3.7,
2022,,RA,,,Male,,Asian,,,,,,,,,,,,,507,,3.98,,4,
2022,,RA,,,Female,,White/Caucasian,,,,,,,,,,,,,510,,3.98,,4,
2022,,RA,,,Male,,White/Caucasian,,,,,,,,,,,,,503,,4,,4,
2022,,RA,,,Male,,White/Caucasian,,,,,,,,,,,,,511,,3.84,,4,
2022,,RA,,,Male,,Hispanic,,,,,,,,,,,,,505,,3.66,,3.67,
2022,,RA,,,Male,,Asian,,,,,,,,,,,,,508,,3.76,,3.68,
2022,,RA,,,Male,,Asian,,,,,,,,,,,,,521,,4,,4,
2022,,RA,,,Female,,Asian,,,,,,,,,,,,,513,,4,,4,
2022,,RA,,,Male,,Asian,,,,,,,,,,,,,508,,3.94,,4,
2022,,RA,,,Male,,"Hispanic, Latino, or of Spanish origin; Mexican/Chican",,,,,,,,,,,,,521,,3.67,,3.73,
2022,,RA,,,Male,,White/Caucasian,,,,,,,,,,,,,510,,3.76,,3.65,
2022,,RA,,,Female,,African American,,,,,,,,,,,,,509,,3.84,,3.81,
2022,,RA,,,Female,,Hispanic,,,,,,,,,,,,,510,,3.93,,3.85,
2022,,RA,,,Female,,African American,,,,,,,,,,,,,504,,3.58,,3.49,
2022,,RA,,,Female,,,,,,,,,,,,,,,513,,3.57,,3.38,
2022,,RA,,,Female,,,,,,,,,,,,,,,503,,3.79,,3.81,
2022,,RA,,,Male,,African American,,,,,,,,,,,,,502,,3.49,,3.16,
2022,,RA,,,Female,,White/Caucasian,,,,,,,,,,,,,509,,3.97,,3.95,
2022,,RA,,,Male,,Hispanic,,,,,,,,,,,,,513,,3.81,,3.71,
2022,,RA,,,Male,,White/Caucasian,,,,,,,,,,,,,519,,3.93,,3.95,
2022,,RA,,,Female,,Hispanic,,,,,,,,,,,,,512,,3.78,,3.47,
2022,,RA,,,Female,,Asian,,,,,,,,,,,,,513,,3.9,,3.91,
2022,,RA,,,Female,,White/Caucasian,,,,,,,,,,,,,509,,3.97,,3.97,
2022,,RA,,,Female,,White/Caucasian,,,,,,,,,,,,,514,,3.86,,3.77,
2022,,RA,,,Male,,Hispanic,,,,,,,,,,,,,510,,3.79,,3.77,
2022,,RA,,,Female,,White/Caucasian,,,,,,,,,,,,,506,,3.71,,3.51,
2022,,RA,,,Male,,Asian,,,,,,,,,,,,,510,,3.88,,3.78,
2022,,RA,,,Female,,Asian,,,,,,,,,,,,,511,,3.84,,3.83,
2022,,RA,,,Male,,White/Caucasian,,,,,,,,,,,,,512,,3.84,,3.85,
2022,,RA,,,Female,,White/Caucasian,,,,,,,,,,,,,517,,3.9,,3.9,
2022,,RA,,,Female,,White/Caucasian,,,,,,,,,,,,,523,,4,,4,
2022,,RA,,,Female,,White/Caucasian,,,,,,,,,,,,,513,,4,,4,
2022,,RA,,,Male,,White/Caucasian,,,,,,,,,,,,,515,,3.88,,3.84,
2022,,RA,,,Male,,,,,,,,,,,,,,,514,,3.83,,3.8,
2022,,RA,,,Female,,,,White/Caucasian,,,,,,,,,,,512,,3.84,,3.79,
2022,,RA,,,Female,,,,Asian,,,,,,,,,,,512,,3.85,,3.73,
2022,,RA,,,Male,,,,Asian,,,,,,,,,,,523,,3.91,,3.94,
2022,,RA,,,Male,,,,Multiple,,,,,,,,,,,509,,3.91,,3.85,
2022,,RA,,,Male,,,,Asian,,,,,,,,,,,511,,3.73,,3.65,
2022,,RA,,,Female,,,,Asian,,,,,,,,,,,515,,3.88,,3.78,
2022,,RA,,,Male,,,,White/Caucasian,,,,,,,,,,,504,,3.95,,4,
2022,,RA,,,Female,,,,Asian,,,,,,,,,,,517,,4,,4,
2022,,RA,,,Male,,,,White/Caucasian,,,,,,,,,,,509,,3.76,,3.8,
2022,,RA,,,Male,,,,White/Caucasian,,,,,,,,,,,524,,3.97,,3.93,
2022,,RA,,,Male,,,,White/Caucasian,,,,,,,,,,,513,,3.95,,3.9,
2022,,RA,,,Female,,,,,,,,,,,,,,,511,,3.85,,3.83,
2022,,RA,,,Female,,,,Asian,,,,,,,,,,,509,,3.78,,3.82,
2022,,RA,,,Female,,,,Asian,,,,,,,,,,,516,,4,,4,
2022,,RA,,,Female,,,,Asian,,,,,,,,,,,517,,4,,4,
2022,,RA,,,Male,,,,Hispanic,,,,,,,,,,,506,,3.55,,3.52,
2022,,RA,,,Female,,,,"Puerto Rican; Hispanic, Latino, or of Spanish origin",,,,,,,,,,,504,,3.87,,3.84,
2022,,RA,,,Male,,,,White/Caucasian,,,,,,,,,,,509,,3.83,,3.75,
2022,,RA,,,Male,,,,White/Caucasian,,,,,,,,,,,513,,3.92,,3.9,
2022,,RA,,,Male,,,,White/Caucasian,,,,,,,,,,,511,,3.89,,3.73,
2022,,RA,,,Female,,,,African American,,,,,,,,,,,506,,3.69,,3.48,
2022,,RA,,,Male,,,,Hispanic,,,,,,,,,,,507,,3.93,,3.89,
2022,,RA,,,Male,,,,White/Caucasian,,,,,,,,,,,509,,3.78,,3.84,
2022,,RA,,,Female,,,,White/Caucasian,,,,,,,,,,,509,,3.9,,3.87,
2022,,RA,,,Female,,,,Asian,,,,,,,,,,,515,,3.72,,3.71,
2022,,RA,,,Male,,,,Asian,,,,,,,,,,,513,,3.71,,3.52,
2022,,RA,,,Male,,,,,,,,,,,,,,,516,,3.25,,3.11,
2022,,RA,,,Female,,,,White/Caucasian,,,,,,,,,,,521,,4,,4,
2022,,RA,,,Female,,,,Hispanic,,,,,,,,,,,507,,3.71,,3.6,
2022,,RA,,,Female,,,,African American,,,,,,,,,,,501,,3.65,,3.52,
2022,,RA,,,Male,,,,White/Caucasian,,,,,,,,,,,519,,3.86,,3.88,
2022,,RA,,,Male,,,,Asian,,,,,,,,,,,515,,3.76,,3.71,
2022,,RA,,,Male,,,,Asian,,,,,,,,,,,512,,3.85,,3.89,
2022,,RA,,,Male,,,,Asian,,,,,,,,,,,518,,3.97,,3.94,
2022,,RA,,,Male,,,,Asian,,,,,,,,,,,518,,3.8,,3.83,
2022,,RA,,,Male,,,,Hispanic,,,,,,,,,,,513,,3.68,,3.3,
2022,,RA,,,Female,,,,Asian,,,,,,,,,,,518,,3.88,,3.71,
2022,,RA,,,Male,,,,Asian,,,,,,,,,,,519,,3.84,,3.85,
2022,,RA,,,Male,,,,Multiple,,,,,,,,,,,515,,3.3,,3.69,
2022,,RA,,,Male,,,,White/Caucasian,,,,,,,,,,,523,,3.8,,3.69,
2022,,RA,,,Male,,,,White/Caucasian,,,,,,,,,,,515,,3.92,,3.89,
2022,,RA,,,Male,,,,White/Caucasian,,,,,,,,,,,513,,3.81,,3.73,
2022,,RA,,,Female,,,,White/Caucasian,,,,,,,,,,,512,,3.94,,3.89,
2022,,RA,,,Female,,,,White/Caucasian,,,,,,,,,,,511,,3.9,,3.8,
2022,,RA,,,Male,,,,White/Caucasian,,,,,,,,,,,506,,3.67,,3.72,
2022,,RA,,,Male,,,,White/Caucasian,,,,,,,,,,,520,,3.93,,3.93,
2022,,RA,,,Male,,,,White/Caucasian,,,,,,,,,,,516,,3.97,,4,
2022,,RA,,,Male,,,,Asian,,,,,,,,,,,513,,3.92,,3.88,
2022,,RA,,,Male,,,,White/Caucasian,,,,,,,,,,,517,,3.98,,3.93,
2022,,RA,,,Female,,,,White/Caucasian,,,,,,,,,,,506,,3.86,,3.71,
2022,,RA,,,Female,,,,African American,,,,,,,,,,,510,,3.4,,3.1,
2022,,RA,,,Female,,,,Asian,,,,,,,,,,,514,,4,,4,
2022,,RA,,,Male,,,,White/Caucasian,,,,,,,,,,,514,,3.78,,3.69,
2022,,RA,,,Female,,,,African American,,,,,,,,,,,510,,3.87,,3.85,
2022,,RA,,,Male,,,,Asian,,,,,,,,,,,511,,3.81,,3.72,
